title,description,date
FOUR BUCKS NAMED PRESEASON ALL-AMERICANS,"Jaxon Smith-Njigba, TreVeyon Henderson, Dawand Jones and Noah Ruggles are all named Walter Camp preseason All-Americans, while C.J. Stroud was notably omitted.",2022-06-27
EASTMOOR,"Archie and Ray Griffin opened the pipeline for Eastmoor, one of Columbus' public high schools, within the Ohio State football program.",2022-06-25
HARTLINE'S REVENGE,"If you've only been paying attention for a few years, it might be hard to imagine a time when Ohio State wasn't exactly known as a passing team. Well...",2022-06-24
STOVER TO SERVE AS INDYCAR GRAND MARSHAL,Ohio State tight end Cade Stover will serve as the grand marshal for next week’s Honda Indy 200 at the Mid-Ohio Sports Car Course in his hometown of Lexington.,2022-06-23
HELLO NASTY,"The 2022 Buckeyes check a lot of the necessary boxes for winning it all, including one that recent Ohio State teams have missed.",2022-06-22
FRESH AIR,Quarterback C.J. Stroud no longer has receiving targets Garrett Wilson and Chris Olave but Ohio State's aerial attack should again prove lethal.,2022-06-21
BUILDING UPON AN ELITE RECEIVER STANDARD,"Jaxon Smith-Njigba, Garrett Wilson and Chris Olave had the best season ever for a trio of Ohio State receivers in 2021. That could just be the beginning of “WRU” in Columbus.",2022-06-21
MIDDLETOWN,"Before he became a star at Ohio State and in the NFL, Cris Carter honed his scoring prowess at Middletown, which has produced 17 Ohio State players since 1970.",2022-06-18
FREEMAN CLAIMS HE WAS “MISQUOTED”,"Marcus Freeman claims he was ""misquoted,"" but also reiterates that he believes Notre Dame's academics are more rigorous due to in-person classes.",2022-06-15
HIGHEST APR EVER FOR OHIO STATE FOOTBALL,"Ohio State football has a multi-year Academic Progress Rate of 991, the best in program history, and was one of 16 Buckeye teams to achieve a perfect APR in 2020-21.",2022-06-15
FREEMAN TAKES SHOT AT OHIO STATE ACADEMICS,"Marcus Freeman took an apparent shot at Ohio State football's academics, saying players just ""take some online classes, show up for your appointments.""",2022-06-14
OSU DEFENSE MUST IMPROVE ON THIRD DOWN,Ohio State's defense was historically bad on third down a season ago. Tightening up on the pivotal down will go a long way in getting OSU back into the CFP.,2022-06-14
"MILLER, DAY DISCUSS MENTAL HEALTH ON ESPN",Harry Miller credited Ryan Day and Ohio State with saving his life during a feature about mental health on ESPN’s SportsCenter on Sunday morning.,2022-06-12
THIS WEEK IN TWITTER,"Ohio State is going big this weekend, pizza and yoga is on our minds, and C.J. Stroud is grinding in the offseason.",2022-06-11
ST. HENRY,"A small school in Northwest Ohio, St. Henry has produced several Buckeye greats including Jim Lachey, Bobby Hoying and Todd Boeckman.",2022-06-11
"VIMAHI PLAYING FOR DAD, GAINING CONFIDENCE","After the death of his father in November, Enokk Vimahi is keeping his father’s lessons in mind as he competes for a spot on Ohio State’s offensive line this offseason.",2022-06-10
CLAIM A PIECE OF OLD TURF,Ohio State announces plans to sell pieces of Ohio Stadium's old field turf following the installation of the new turf.,2022-06-10
STOVER EMOTIONAL AFTER GETTING OSU OFFER,"Garrett Stover says Ohio State is “definitely at the top of my list” after earning an offer, and Matayo Uiagalelei and Oluwatosin Babalade lock in their official visits.",2022-06-09
SINGLE-GAME TICKETS ON SALE THIS MONTH,Ohio State’s “Pick Three” mini-plans will go on sale Tuesday while single-game football ticket sales for the 2022 season will begin for the general public on June 24.,2022-06-09
UNDER THE BANNER OF SEVEN,"Ohio State has beaten Michigan, taken the conference crown, won the Heisman and claimed a national championship several times. But it has never done it all in the same season.",2022-06-08
STROUD GETS LUXURY CAR DEAL,"C.J. Stroud inked a new NIL deal with a luxury car dealership that will allow him access to high-end vehicles, including the $200,000 Mercedes AMG G Wagon he took home.",2022-06-08
ELDER STATESMEN,"Ohio State's 2022 roster features 13 players from the 2017 and 2018 recruiting cycles combined, with most of the vets on the defensive side of the football.",2022-06-07
SMITH SOAKS UP KNOWLEDGE FROM JOHNSON,"A top-50 overall prospect in the 2024 class, defensive end Nigel Smith camped at Ohio State on Monday because he wanted to learn whatever he could from Larry Johnson.",2022-06-07
LAURINAITIS & WARD MAKE CFB HOF BALLOT,Ohio State football legends James Laurinaitis and Chris Ward will appear on the 2023 College Football Hall of Fame ballot.,2022-06-06
OL TO BE AT “FULL STRENGTH” BY AUGUST,"Depth was not a strength of the Buckeye offensive line this spring as injuries took their toll, but Justin Frye anticipates having ""everybody back"" by August.",2022-06-06
HENRY READY TO PROVE HE’S UNDERRATED,"After losing nearly 100 pounds over the last two years, incoming Ohio State offensive tackle Avery Henry is confident he’ll show he should have been ranked higher as a recruit.",2022-06-05
“HE’S GOT A BULL'S-EYE ON HIS CHEST“,Ryan Day doesn't want his star quarterback to rest on his laurels as C.J. Stroud enters his second season as the Buckeyes' starting quarterback.,2022-06-04
GLENVILLE,"Ted Ginn Sr.’s Glenville program has provided Ohio State with more players than any other high school since 1970, and no Tarblooders played for the Buckeyes until 2002.",2022-06-04
WOLVERINES IMITATE GOLD PANTS,"Stealing a page from Ohio State’s playbook, Michigan gave out charms to its players for winning last year’s edition of The Game.",2022-06-03
FRYE MAXING OUT POTENTIAL FOR STARTING OTS,"In what could be his only season with Paris Johnson Jr. and Dawand Jones, new offensive line coach Justin Frye is keen on maximizing both players' potential this offseason.",2022-06-03
DENZEL BURKE TEASES NUMBER CHANGE,It looks like Denzel Burke is changing his number from No. 29 to No. 5.,2022-06-03
$13 MILLION WELL SPENT,Thirteen million dollars? In this economy?,2022-06-03
SAFETY DEPTH STILL “A WORK IN PROGRESS”,"Nearly a month after the spring game, Jim Knowles still wasn't ready to announce a two-deep at safety, citing “a work in progress” in the unit's depth.",2022-06-02
MANGOLD GOING INTO JETS RING OF HONOR,"Former Ohio State center Nick Mangold, who made seven Pro Bowls in 11 seasons with the New York Jets, will be inducted into the Jets’ Ring of Honor this fall.",2022-06-02
PENN STATE WON'T WHITE OUT OHIO STATE,The Buckeyes won't be facing a White Out when they travel to Happy Valley this year.,2022-06-01
THE INVISIBLE MAN,Braxton Miller's playground heave to Devin Smith is one of the most rewatchable moments in Ohio State football history.,2022-06-01
“IT TOOK ME 56 YEARS TO GET HERE”,"Jim Knowles has been the Buckeyes' defensive coordinator for five full months, but he's still beaming about the “first-class quality” of the Ohio State program.",2022-06-01
CARRICO “TRYING TO FIND MY NICHE”,"After a quiet first year at Ohio State, Reid Carrico just wants to play any role for the Buckeyes this season. That role could come as a Sam linebacker in three-linebacker...",2022-05-31
SEEING RED,Ohio State's elite offense scored touchdowns in the red zone just 40% of the time in 2021 when facing top-40 scoring defenses.,2022-05-31
KNOWLES FEELS GREAT ABOUT INTERIOR DL,"With a “great mix” of veterans and talented up-and-comers on the inside of Ohio State’s defensive line, Jim Knowles says “I feel great” about the group entering the...",2022-05-31
EICHENBERG ON VERGE OF BREAKTHROUGH,Tommy Eichenberg’s name may have been mentioned more than any other Buckeye defender this spring.,2022-05-30
JOHNSON HUNGRY AFTER FIRST-YEAR INJURY,"Jakailin Johnson played in only one game as a freshman before he was sidelined by a shoulder injury, which drove him to work harder entering his second year at Ohio State.",2022-05-30
HANCOCK FOCUSED ON DAILY IMPROVEMENT,"Jordan Hancock appears likely to be Ohio State’s No. 3 cornerback this year after going through “good growing pains” as a freshman, but he doesn’t want to get complacent...",2022-05-29
LANCASTER,"With two national championships and a Super Bowl between them, Rex Kern, Bobby Carpenter and Jim Cordle represent Lancaster's finest Buckeyes.",2022-05-28
CURRY POSSESSES “POTENTIAL GREATNESS”,"Caden Curry hasn't even been on Ohio State’s campus for a full five months, but the Buckeye coaching staff already sees “potential greatness” in the versatile defensive end.",2022-05-28
“WE’RE GONNA BE ALL OVER THIS”,Ryan Day plans to leave no stone unturned in offseason preparation for Ohio State's season-opening clash with the Fighting Irish on Sept. 3.,2022-05-27
"ARKANSAS STATE, TOLEDO, RUTGERS KICK TIMES","Kickoff times are set for four of Ohio State’s first five games, all at home, as the Buckeyes will play Arkansas State at noon, Toledo at 7 p.m. and Rutgers at 3:30 p.m.",2022-05-26
HINZMAN BRINGING BLUE-COLLAR MENTALITY,Carson Hinzman learned to work hard while growing up on his family’s farm and is excited to bring that work ethic to Ohio State’s offensive line when he arrives in June.,2022-05-26
DAY DOESN’T WANT BUCKS BUYING HYPE,"Ryan Day has seen Ohio State's name atop (or near the top) of plenty of preseason lists ahead of the 2022 season, but wants the Buckeyes to feel like they have something to prove.",2022-05-26
RYAN DAY NAMED A FATHER OF THE YEAR,Ryan Day has been named one of three Fathers of the Year by the National Father’s Day Council.,2022-05-25
NOW YOU SEE ME,Eight years ago Nick Saban openly campaigned against up-tempo football after Oklahoma shredded Alabama's defense with it. You'll never believe what happened next.,2022-05-25
DAY THANKFUL FOR CONTRACT EXTENSION,Ryan Day told 97.1 The Fan Wednesday that “I want to be here as long as I possibly can” following the two-year extension that will have him under contract through 2028.,2022-05-25
FRESHMEN LBS “STILL FIGURING THINGS OUT”,"Jim Knowles says true freshmen linebackers C.J. Hicks and Gabe Powers have “really impressed him” thus far, but still have plenty of learning to do during their first season.",2022-05-25
JOHNSON MAKING PUSH AS WALK-ON RECEIVER,"In a position group full of high-end recruits, walk-on Xavier Johnson made his case for a spot in Ohio State’s receiver rotation with a spring that “really impressed” Brian...",2022-05-24
DON'T SLEEP ON “CHOP”,TreVeyon Henderson and Evan Pryor might bring more flash and dash but be careful undervaluing what Miyan Williams brings to Ohio State's backfield.,2022-05-24
CAGE MOTIVATED BY HIS SON,"Jerron Cage stayed at Ohio State for a sixth year with the goal of improving his NFL draft stock and providing for his son Jerron Jr., who he calls “the light” of his life.",2022-05-23
BUCKEYES ATTEMPT TO BE BARBERS,"You never want to hear your barber say ""I don't know what I'm doing"" and ""I can't fix this."" Sadly, that's what happens when you hand the clippers to C.J. Stroud.",2022-05-23
BABB STILL HOPES TO MAKE BIG IMPACT,"Kamryn Babb has already become one of Ohio State’s top leaders off the field, but he and his coaches and his teammates still expect him to become a contributor on the field.",2022-05-22
PIQUA,"Matt Finkes, Quinn Pitcock and Brandon Saine are among six Ohio State players from Piqua.",2022-05-21
HOOKER HEADED TO YOUNGSTOWN STATE,"After entering the transfer portal on April 26, Marcus Hooker announced Friday that Youngstown State will be his next landing spot.",2022-05-20
HOW DAY’S FIRST THREE YEARS STACK UP,"While he didn’t win a national title as quickly as Jim Tressel or Urban Meyer, Ryan Day has the second-best winning percentage of any Ohio State coach through three years.",2022-05-20
"WHY SMITH, OTHERS WANT FBS SPLIT FROM NCAA",Ohio State AD Gene Smith thinks the issues that affect FBS football more than other NCAA sports could be addressed more effectively if the FBS had its own governing body.,2022-05-19
WILSON SIGNS $20.55M GUARANTEED CONTRACT,Former Ohio State wide receiver Garrett Wilson’s first NFL contract with the New York Jets is worth $20.55 million over four years and is fully guaranteed.,2022-05-18
THE LONGEST YARD,A brief history of Ohio State going for it on 4th & 1 in the 21st century.,2022-05-18
DAY RECEIVES RAISE AND CONTRACT EXTENSION,Ryan Day receives a new contract that will pay him $9.5 million annually and will run through the 2028 season.,2022-05-18
GETTING EXCITED FOR OSU/NOTRE DAME,We look ahead to Ohio State’s season-opening home night game against Notre Dame and share our thoughts on the early lines for the Buckeyes’ biggest games of the year.,2022-05-18
OHIO STATE/NOTRE DAME UNDER THE LIGHTS,Ohio State’s season opener against Notre Dame will be played in primetime and ESPN’s College GameDay will be in attendance.,2022-05-17
“OUR ROOM’S AS STRONG AS ANYBODY’S”,"The Ohio State running back room may be flying under the radar, relatively speaking, but Tony Alford says his unit is “as strong as anybody's in the country.”",2022-05-17
